RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Set
1366,15689514,Kang,625,France,Male,43,8,201696.07,1,Has Credit Card,Not Active,133020.9,Exit,Train
1367,15621353,Hudson,645,Spain,Female,37,7,0,2,Has Credit Card,Not Active,13589.93,Stay,Train
1368,15627232,Jibunoh,608,Germany,Male,44,7,114203.47,1,Has Credit Card,Active,77830.36,Exit,Train
1369,15745843,Kinlaw,689,Spain,Female,31,4,0,2,Has Credit Card,Active,136610.02,Stay,Train
1370,15722902,Chizuoke,652,Germany,Male,50,8,125437.64,1,Has Credit Card,Active,17160.94,Exit,Test
1371,15791767,Lucciano,769,France,Female,26,7,0,2,Has Credit Card,Not Active,176843.53,Stay,Train
1372,15792722,Omeokachie,611,France,Female,43,8,64897.75,1,Has Credit Card,Not Active,114996.33,Stay,Train
1373,15723006,Gorbunova,489,France,Male,38,8,0,2,No Credit Card,Active,196990.79,Stay,Test
1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,Has Credit Card,Not Active,133146.03,Exit,Test
1375,15774738,Campa,632,France,Male,44,3,107764.75,1,Has Credit Card,Not Active,185667.72,Stay,Train
1376,15574004,Mancini,429,France,Female,27,6,117307.44,2,Has Credit Card,Active,24020.49,Stay,Train
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,Has Credit Card,Active,185750.02,Exit,Train
1378,15808228,Tuan,768,Spain,Female,44,6,60603.4,1,Has Credit Card,Active,178045.97,Stay,Train
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,Has Credit Card,Active,199857.47,Stay,Train
1380,15571752,Romani,668,Germany,Female,32,10,92041.87,1,Has Credit Card,Active,43595.9,Stay,Train
1381,15743067,Fuller,625,Germany,Male,26,3,130483.95,1,Has Credit Card,Not Active,122810.53,Stay,Train
1382,15714466,Baxter,846,France,Female,41,5,0,3,Has Credit Card,Not Active,3440.47,Exit,Train
1383,15617982,Pirozzi,661,Spain,Female,42,3,0,2,Has Credit Card,Not Active,35989.41,Stay,Train
1384,15696637,Sung,571,France,Female,23,10,151097.28,1,No Credit Card,Active,17163.75,Stay,Test
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,Has Credit Card,Not Active,44506.09,Exit,Train
1386,15672756,Mills,716,France,Female,35,8,112808.18,1,No Credit Card,Active,17848.3,Stay,Train
1387,15704586,Osonduagwuike,758,France,Female,42,7,0,2,No Credit Card,Active,76209.56,Stay,Train
1388,15674526,Byrne,725,France,Male,66,4,86459.8,1,Has Credit Card,Active,141476.56,Stay,Train
1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,No Credit Card,Active,60032.46,Exit,Train
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,Has Credit Card,Not Active,100686.11,Exit,Train
1391,15727281,Macintyre,653,France,Female,27,9,0,2,Has Credit Card,Not Active,96429.29,Stay,Train
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,Has Credit Card,Active,15795.88,Exit,Train
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,Has Credit Card,Not Active,116547.31,Stay,Test
1394,15646276,Metcalfe,831,France,Female,32,2,146033.62,1,Has Credit Card,Not Active,191260.74,Stay,Test
1395,15582180,Lees,561,France,Male,29,9,120268.13,1,Has Credit Card,Active,173870.39,Stay,Train
1396,15697095,Zetticci,705,Spain,Male,46,7,0,2,Has Credit Card,Not Active,117273.35,Stay,Train
1397,15748797,Dale,636,Spain,Female,33,0,0,1,Has Credit Card,Not Active,92277.47,Exit,Train
1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,Has Credit Card,Active,44244.49,Exit,Train
1399,15628947,Praed,693,France,Female,38,3,0,2,No Credit Card,Not Active,78133.48,Exit,Train
1400,15775546,Laurens,517,Spain,Female,29,5,0,2,Has Credit Card,Not Active,103402.88,Stay,Train
1401,15670481,Woods,684,France,Female,27,9,122550.05,2,No Credit Card,Active,137835.82,Stay,Test
1402,15619029,Bykov,620,Spain,Female,43,2,0,2,Has Credit Card,Not Active,20670.1,Stay,Train
1403,15613282,Vorobyova,757,France,Male,29,8,130306.49,1,Has Credit Card,Not Active,77469.38,Stay,Test
1404,15721487,Pirogova,739,France,Female,27,6,0,1,Has Credit Card,Active,57572.38,Stay,Train
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,Has Credit Card,Not Active,75884.65,Exit,Train
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,Has Credit Card,Not Active,146955.71,Exit,Train
1407,15629617,Cook,572,Spain,Male,23,2,126873.52,1,No Credit Card,Active,67040.12,Stay,Test
1408,15600821,Hardy,721,France,Male,69,2,108424.19,1,Has Credit Card,Active,178418.35,Stay,Train
1409,15579062,Chu,707,France,Male,32,9,0,2,No Credit Card,Not Active,30807.02,Stay,Test
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,Has Credit Card,Not Active,143835.76,Stay,Train
1411,15710164,P'eng,523,France,Female,73,7,0,2,No Credit Card,Not Active,130883.9,Exit,Train
1412,15693904,Chiang,685,Germany,Female,30,4,84958.6,2,No Credit Card,Active,194343.72,Stay,Train
1413,15588986,Grant,673,Germany,Female,29,4,99097.36,1,Has Credit Card,Active,9796.69,Stay,Train
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,No Credit Card,Not Active,47310.24,Stay,Test
1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,Has Credit Card,Active,141148.21,Stay,Train
1416,15685150,Evans,799,Germany,Male,28,7,167658.33,2,Has Credit Card,Active,111138.25,Stay,Train
1417,15667651,Young,585,Spain,Female,33,8,0,2,Has Credit Card,Not Active,114182.07,Stay,Train
1418,15774166,Mitchell,607,Germany,Female,24,2,109483.54,2,No Credit Card,Active,127560.77,Stay,Train
1419,15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,Has Credit Card,Not Active,18082.06,Stay,Test
1420,15705657,Hewitt,535,France,Female,44,2,114427.86,1,Has Credit Card,Active,136330.26,Stay,Train
1421,15753969,K'ung,724,Spain,Male,45,5,83888.54,1,No Credit Card,Active,34121.81,Stay,Train
1422,15742378,Swaim,520,Germany,Male,32,5,110029.77,1,Has Credit Card,Not Active,56246.69,Stay,Train
1423,15794874,Quinones,696,Spain,Male,41,9,127523.75,1,No Credit Card,Active,191417.42,Stay,Train
1424,15589221,Kennedy,657,Germany,Male,30,1,139762.13,2,Has Credit Card,Active,23317.88,Stay,Train
1425,15596671,Endrizzi,603,Spain,Female,42,8,91611.12,1,No Credit Card,Not Active,144675.3,Exit,Train
1426,15583668,Ludowici,726,France,Female,42,2,109471.79,1,No Credit Card,Active,175161.05,Stay,Train
1427,15710206,Larson,591,France,Female,39,4,150500.64,1,Has Credit Card,Not Active,14928.8,Stay,Test
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,No Credit Card,Not Active,161479.19,Exit,Train
1429,15794560,Maclean,550,France,Male,57,5,0,1,Has Credit Card,Active,133501.94,Stay,Train
1430,15626485,Lu,601,France,Female,26,8,78892.23,1,Has Credit Card,Active,23703.52,Stay,Test
1431,15703143,Tuan,820,France,Female,29,3,82344.84,1,No Credit Card,Active,115985.38,Stay,Train
1432,15809772,Glover,667,France,Male,48,2,0,1,Has Credit Card,Not Active,43229.2,Stay,Train
1433,15687959,Landman,573,Spain,Female,44,4,0,1,Has Credit Card,Active,94862.93,Stay,Test
1434,15585282,Trevisano,755,France,Male,62,1,127706.33,2,No Credit Card,Active,142377.69,Stay,Train
1435,15714993,Longo,552,France,Female,41,9,124349.34,1,Has Credit Card,Not Active,135635.25,Stay,Train
1436,15596021,K?,598,Spain,Male,44,8,0,2,Has Credit Card,Not Active,148487.9,Stay,Train
1437,15646615,Muir,576,Germany,Male,28,1,119336.29,2,No Credit Card,Active,58976.85,Stay,Train
1438,15742632,Alexeyeva,670,France,Female,31,9,0,1,No Credit Card,Active,76254.83,Stay,Train
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,No Credit Card,Not Active,55857.48,Exit,Test
1440,15806967,Simmons,778,France,Female,65,7,0,1,Has Credit Card,Active,77867.23,Stay,Train
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,Has Credit Card,Not Active,22878.16,Exit,Train
1442,15688713,McCall,627,Spain,Male,44,6,0,1,Has Credit Card,Active,114469.55,Stay,Test
1443,15796179,Moore,683,France,Male,43,8,0,1,Has Credit Card,Not Active,96754.8,Stay,Train
1444,15598751,Ingram,556,France,Female,43,6,0,3,No Credit Card,Not Active,125154.57,Exit,Train
1445,15703019,Okeke,583,France,Female,38,10,0,2,No Credit Card,Active,113597.64,Stay,Train
1446,15646302,Shao,705,France,Female,24,7,100169.51,1,Has Credit Card,Not Active,121408.55,Stay,Train
1447,15680855,Iloabuchi,637,France,Male,33,2,145731.83,1,No Credit Card,Active,109219.43,Stay,Test
1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,Has Credit Card,Active,50230.31,Exit,Train
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,Has Credit Card,Not Active,177719.88,Exit,Train
1450,15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,No Credit Card,Not Active,131211.86,Stay,Train
1451,15676242,Artemova,632,Spain,Male,31,3,136556.44,1,Has Credit Card,Not Active,82152.83,Exit,Train
1452,15684198,McDonald,551,France,Female,38,10,0,2,Has Credit Card,Active,216.27,Stay,Train
1453,15774882,Mazzanti,687,France,Female,35,3,99587.43,1,Has Credit Card,Active,1713.1,Exit,Train
1454,15714227,Kelly,672,France,Female,53,7,0,1,Has Credit Card,Active,136910.18,Stay,Test
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,Has Credit Card,Active,20243.97,Exit,Train
1456,15784280,Reilly,686,Germany,Male,35,2,109342.82,2,No Credit Card,Active,86043.27,Stay,Train
1457,15789546,Ojiofor,639,Spain,Male,28,8,0,2,Has Credit Card,Not Active,126561.07,Stay,Train
1458,15590320,Shelton,850,France,Male,66,4,0,2,No Credit Card,Active,64350.8,Stay,Train
1459,15678385,Lange,465,France,Male,25,2,78247.31,2,Has Credit Card,Active,10472.31,Stay,Test
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,Has Credit Card,Not Active,95941.55,Exit,Train
1461,15657085,Gardiner,578,France,Male,23,10,88980.32,1,Has Credit Card,Active,125222.36,Stay,Train
1462,15640627,Wan,611,Spain,Male,34,4,0,2,Has Credit Card,Not Active,170950.58,Stay,Train
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,Has Credit Card,Not Active,236.45,Exit,Train
1464,15669293,Hovell,517,France,Male,37,5,113308.84,1,No Credit Card,Active,31517.16,Stay,Train
1465,15595067,Zhirov,637,Spain,Female,40,6,0,2,Has Credit Card,Active,181610.6,Stay,Train
1466,15753566,Espinosa,806,France,Female,32,3,63763.49,1,Has Credit Card,Not Active,156593.09,Stay,Train
1467,15650391,Wallace,633,France,Female,29,7,169988.35,1,Has Credit Card,Not Active,4272,Stay,Train
1468,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,Has Credit Card,Not Active,163587.9,Stay,Train
1469,15814846,Ozerova,691,France,Male,52,3,0,1,Has Credit Card,Not Active,175843.68,Exit,Train
1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,No Credit Card,Not Active,166164.3,Exit,Train
1471,15762332,Ulyanova,568,Germany,Female,31,1,61592.14,2,Has Credit Card,Active,61796.64,Stay,Test
1472,15700223,Steiner,806,France,Male,48,4,164701.68,1,Has Credit Card,Active,21439.49,Stay,Train
1473,15729956,Akabueze,726,Spain,Female,26,1,80780.16,1,Has Credit Card,Active,19225.85,Stay,Test
1474,15594862,Aleksandrova,552,France,Male,36,8,0,2,No Credit Card,Not Active,132547.02,Stay,Train
1475,15598782,Pinto,755,Germany,Female,30,6,154221.37,2,No Credit Card,Active,62688.55,Stay,Train
1476,15745080,Griffiths,634,France,Male,26,8,0,1,Has Credit Card,Not Active,21760.96,Stay,Train
1477,15703399,McNeil,756,France,Female,26,5,101641.14,2,No Credit Card,Active,154460.68,Stay,Train
1478,15732175,Bruno,776,France,Male,37,2,0,1,No Credit Card,Active,8065,Stay,Train
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,Has Credit Card,Not Active,173365.9,Exit,Train
1480,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,Has Credit Card,Active,69428.79,Stay,Test
1481,15716822,Moen,646,France,Male,30,5,98014.74,1,Has Credit Card,Active,12757.14,Stay,Train
1482,15583748,McGuigan,592,Spain,Male,38,8,0,2,Has Credit Card,Not Active,180426.2,Stay,Train
1483,15605968,Fancher,574,France,Male,26,8,97460.1,1,Has Credit Card,Active,43093.67,Stay,Test
1484,15790683,Matthews,850,France,Male,36,1,104077.19,2,No Credit Card,Active,68594,Stay,Test
1485,15607713,Kaeppel,850,Spain,Female,29,1,0,2,Has Credit Card,Active,197996.65,Stay,Train
1486,15700212,Shih,475,France,Female,46,10,0,2,No Credit Card,Not Active,122953,Exit,Train
1487,15626710,Yudina,642,France,Female,39,4,0,1,Has Credit Card,Active,76821.24,Stay,Train
1488,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,No Credit Card,Active,141400.51,Exit,Train
1489,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,Has Credit Card,Not Active,41921.75,Exit,Test
1490,15617705,Ozioma,609,France,Female,39,8,141675.23,1,No Credit Card,Active,175664.25,Stay,Train
1491,15761976,Su,797,Spain,Female,31,8,0,2,Has Credit Card,Not Active,117916.63,Stay,Train
1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,Has Credit Card,Not Active,194690.77,Exit,Train
1493,15744517,Esposito,735,Spain,Male,50,9,0,1,No Credit Card,Not Active,166677.35,Exit,Train
1494,15686963,Hardiman,680,Spain,Female,30,3,0,1,Has Credit Card,Not Active,160131.58,Stay,Train
1495,15808189,Woodard,449,France,Male,52,6,0,2,No Credit Card,Active,123622,Stay,Test
1496,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,No Credit Card,Active,113483.96,Stay,Train
1497,15799156,Okwuadigbo,569,Spain,Male,38,8,0,2,No Credit Card,Not Active,79618.79,Stay,Test
1498,15694296,Chineze,631,France,Male,35,9,112392.45,2,Has Credit Card,Not Active,24472.23,Stay,Train
1499,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,No Credit Card,Active,177025.79,Stay,Test
1500,15583595,Tao,461,France,Female,28,8,0,1,Has Credit Card,Active,103349.74,Stay,Train
1501,15590146,Mao,630,France,Male,50,1,81947.76,1,No Credit Card,Active,63606.22,Exit,Train
1502,15801548,Buckland,661,France,Female,31,7,144162.3,2,Has Credit Card,Active,14490.79,Stay,Test
1503,15660833,Flannery,796,Germany,Male,39,5,86350.87,2,No Credit Card,Not Active,105080.53,Stay,Train
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,No Credit Card,Not Active,83499.89,Exit,Train
1505,15791302,Swift,741,France,Male,32,8,0,2,Has Credit Card,Not Active,143598.7,Stay,Train
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,No Credit Card,Not Active,36091.91,Exit,Train
1507,15599956,Payne,747,France,Male,27,10,0,2,No Credit Card,Not Active,13007.89,Stay,Train
1508,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,Has Credit Card,Not Active,6101.41,Stay,Train
1509,15701200,Lucciano,576,France,Male,36,6,0,2,Has Credit Card,Active,48314,Stay,Train
1510,15638149,Rowley,528,France,Male,37,6,103772.45,1,Has Credit Card,Not Active,197111.99,Stay,Test
1511,15786199,Hsing,535,France,Male,33,2,133040.32,1,Has Credit Card,Active,110299.78,Stay,Train
1512,15701765,Vincent,575,Spain,Female,37,0,0,2,No Credit Card,Not Active,30114.32,Stay,Train
1513,15586974,Pearce,656,France,Male,39,10,0,2,Has Credit Card,Active,98894.64,Stay,Test
1514,15729040,Lamb,440,France,Male,42,2,0,2,Has Credit Card,Not Active,49826.68,Stay,Test
1515,15788676,Riley,539,Spain,Male,38,8,71460.67,2,Has Credit Card,Active,10074.05,Stay,Train
1516,15602497,Honore,850,Spain,Male,39,6,133214.13,1,No Credit Card,Active,20769.88,Stay,Train
1517,15701333,Blackburn,646,France,Female,37,7,96558.66,1,No Credit Card,Not Active,163427.18,Stay,Test
1518,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,No Credit Card,Active,140068.77,Stay,Train
1519,15634375,Duncan,710,Spain,Female,36,8,0,2,No Credit Card,Not Active,83206.19,Stay,Train
1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,Has Credit Card,Active,111402.97,Exit,Train
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,No Credit Card,Active,92873.5,Exit,Train
1522,15591130,Medvedev,507,Spain,Female,29,6,0,2,No Credit Card,Active,94780.9,Stay,Train
1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,Has Credit Card,Active,16607.15,Stay,Train
1524,15751531,Shaw,598,Spain,Male,41,8,0,2,Has Credit Card,Active,161954.43,Stay,Train
1525,15653595,Ts'ai,796,France,Male,51,6,0,2,No Credit Card,Active,194733.28,Stay,Train
1526,15568360,Rolon,569,Spain,Female,41,4,139840.36,1,Has Credit Card,Active,163524.7,Stay,Train
1527,15781210,Reid,711,France,Male,34,8,0,2,No Credit Card,Not Active,48260.19,Stay,Train
1528,15668058,Chinwendu,661,Germany,Male,35,8,124098.54,1,Has Credit Card,Not Active,86678.48,Stay,Test
1529,15597131,Fu,415,France,Male,32,5,145807.59,1,Has Credit Card,Active,3064.65,Stay,Train
1530,15697283,Mackenzie,578,Spain,Male,23,8,0,2,Has Credit Card,Not Active,112124.98,Stay,Train
1531,15640953,Bligh,611,France,Female,26,2,107508.93,2,Has Credit Card,Active,120801.65,Stay,Test
1532,15715031,Davidson,600,France,Female,28,6,0,2,No Credit Card,Active,52193.23,Stay,Train
1533,15589660,Lamble,661,Germany,Female,32,1,145980.23,1,No Credit Card,Active,56636.28,Stay,Train
1534,15769818,Moore,850,France,Female,37,3,212778.2,1,No Credit Card,Active,69372.88,Stay,Train
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,No Credit Card,Active,164038.07,Exit,Train
1536,15614818,Trevisani,764,Spain,Female,33,9,168964.77,1,No Credit Card,Active,118982.51,Stay,Train
1537,15794014,Schofield,838,France,Female,34,8,0,2,Has Credit Card,Not Active,27472.07,Stay,Test
1538,15732448,Stewart,821,France,Female,28,8,0,1,Has Credit Card,Active,36754.13,Stay,Train
1539,15723411,Jamieson,607,Spain,Female,36,4,98266.3,1,Has Credit Card,Active,46416.36,Stay,Train
1540,15797686,Howard,558,France,Male,38,8,113000.92,1,Has Credit Card,Active,152872.39,Stay,Train
1541,15605950,Onwuamaeze,530,Germany,Male,23,1,137060.88,2,Has Credit Card,Active,165227.23,Stay,Train
1542,15812497,D'Albertis,654,Germany,Male,37,5,112146.12,1,Has Credit Card,Not Active,75927.35,Stay,Train
1543,15690678,Brooks,530,France,Female,33,4,129307.32,1,Has Credit Card,Active,172930.28,Stay,Train
1544,15747677,Gordon,656,Spain,Male,69,6,163975.09,1,Has Credit Card,Active,36108.5,Stay,Test
1545,15618926,Nwachukwu,520,Spain,Male,43,7,0,2,Has Credit Card,Active,36202.74,Stay,Test
1546,15673908,Chinweike,602,Germany,Female,42,6,158414.85,1,Has Credit Card,Active,131886.46,Stay,Train
1547,15727944,Simpkinson,701,Germany,Female,48,1,92072.68,1,Has Credit Card,Active,133992.36,Stay,Train
1548,15807294,Walker,653,Spain,Female,30,2,88243.29,2,Has Credit Card,Active,96658.26,Stay,Train
1549,15618581,Diribe,668,Spain,Male,25,8,0,2,Has Credit Card,Active,135112.09,Stay,Train
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,Has Credit Card,Not Active,163944.18,Exit,Train
1551,15599552,Conway,639,Spain,Female,54,2,0,2,Has Credit Card,Active,53843.71,Stay,Test
1552,15749177,Maslow,730,Spain,Female,52,7,0,2,No Credit Card,Active,122398.84,Stay,Train
1553,15718779,Clark,780,France,Male,34,1,0,1,Has Credit Card,Active,64804.04,Stay,Train
1554,15568106,L?,592,France,Female,38,8,119278.01,2,No Credit Card,Active,19370.73,Stay,Train
1555,15779481,Swadling,628,France,Male,34,4,158741.43,2,Has Credit Card,Active,126192.54,Stay,Train
1556,15709994,Gallo,658,France,Female,40,7,140596.95,1,No Credit Card,Active,135459.02,Exit,Train
1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0,2,Has Credit Card,Active,94815.04,Stay,Train
1558,15706815,Samoylova,515,Germany,Male,37,2,90432.92,1,Has Credit Card,Active,188366.04,Exit,Train
1559,15618018,Dickson,571,France,Female,35,1,104783.81,2,No Credit Card,Active,178512.52,Stay,Test
1560,15671032,He,760,Germany,Male,42,0,77992.97,2,Has Credit Card,Active,97906.38,Stay,Train
1561,15634281,P'an,720,Germany,Female,43,10,110822.9,1,No Credit Card,Not Active,72861.94,Stay,Train
1562,15766374,Leak,632,Germany,Male,42,4,119624.6,2,Has Credit Card,Active,195978.86,Stay,Train
1563,15600991,Artemieva,694,Germany,Male,31,6,109052.59,2,Has Credit Card,Active,19448.93,Exit,Test
1564,15777576,Frost,559,Spain,Female,40,5,139129.44,1,No Credit Card,Active,32635.54,Stay,Train
1565,15742613,Warner,773,Germany,Female,42,8,152324.66,2,Has Credit Card,Not Active,171733.22,Stay,Train
1566,15649523,Kennedy,581,France,Male,38,1,0,2,Has Credit Card,Not Active,46176.22,Stay,Train
